quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
9	1.0	2	2	3/4	3/4	6/4	1	1	1/4		1/4	1		-1	65	F4	4	21
19/2	0.5	2	2	7/8	7/8	6/4	1	2	1/8		1/8	1	1	2	62	D4	4	25
10	2.0	2	2	1	1	6/4	2	1	1/2		1/2	1		-3	39	Eb2	2	32
10	0.5	2	2	1	1	6/4	1	2	1/8		1/8	1	-1	2	62	D4	4	26
10	1.5	2	2	1	1	6/4	1	1	3/8		1/4	3/2		1	67	G4	4	22
21/2	0.5	2	2	9/8	9/8	6/4	1	2	1/8		1/8	1		2	62	D4	4	27
11	1.0	2	2	5/4	5/4	6/4	1	2	1/4		1/4	1		0	60	C4	4	28
23/2	0.5	2	2	11/8	11/8	6/4	1	1	1/8		1/8	1		3	69	A4	4	23
12	0.5	3	3	0	0	6/4	2	1	1/8		1/8	1		2	38	D2	2	44
12	0.5	3	3	0	0	6/4	1	2	1/8		1/8	1		2	62	D4	4	43
12	0.5	3	3	0	0	6/4	1	1	1/8		1/8	1		6	66	F#4	4	34
25/2	0.5	3	3	1/8	1/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	35
13	0.5	3	3	1/4	1/4	6/4	1	1	1/8		1/8	1		0	72	C5	5	36
27/2	0.5	3	3	3/8	3/8	6/4	1	1	1/8		1/8	1		3	69	A4	4	37
14	1.0	3	3	1/2	1/2	6/4	1	1	1/4		1/4	1	1	5	71	B4	4	38
29/2	0.5	3	3	5/8	5/8	6/4	2	1	1/8		1/8	1		1	67	G4	4	45
15	0.5	3	3	3/4	3/4	6/4	2	1	1/8		1/8	1		-1	65	F4	4	46
15	1.5	3	3	3/4	3/4	6/4	1	1	3/8		1/4	3/2	-1	5	71	B4	4	39
31/2	0.5	3	3	7/8	7/8	6/4	2	1	1/8		1/8	1		2	62	D4	4	47
16	0.5	3	3	1	1	6/4	2	1	1/8		1/8	1		-3	63	Eb4	4	48
33/2	0.5	3	3	9/8	9/8	6/4	2	1	1/8		1/8	1		-1	65	F4	4	49
33/2	0.5	3	3	9/8	9/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	40
17	0.5	3	3	5/4	5/4	6/4	2	1	1/8		1/8	1		-3	63	Eb4	4	50
17	0.5	3	3	5/4	5/4	6/4	1	1	1/8		1/8	1		0	72	C5	5	41
35/2	0.5	3	3	11/8	11/8	6/4	2	1	1/8		1/8	1		2	62	D4	4	51
35/2	0.5	3	3	11/8	11/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	42
18	0.0	4	4	0	0	6/4	1	1	0	appoggiatura	1/8	1		2	74	D5	5	52
18	2.0	4	4	0	0	6/4	2	2	1/2		1/2	1		0	60	C4	4	69
18	2.0	4	4	0	0	6/4	1	1	1/2		1/2	1		-3	75	Eb5	5	53
37/2	0.5	4	4	1/8	1/8	6/4	2	1	1/8		1/8	1		0	72	C5	5	64
19	0.5	4	4	1/4	1/4	6/4	2	1	1/8		1/8	1		-2	70	Bb4	4	65
39/2	0.5	4	4	3/8	3/8	6/4	2	1	1/8		1/8	1		1	67	G4	4	66
20	1.0	4	4	1/2	1/2	6/4	2	2	1/4		1/4	1		-1	65	F4	4	70
20	1.0	4	4	1/2	1/2	6/4	2	1	1/4		1/4	1		3	69	A4	4	67
20	0.5	4	4	1/2	1/2	6/4	1	1	1/8		1/8	1		-3	75	Eb5	5	54
41/2	0.5	4	4	5/8	5/8	6/4	1	1	1/8		1/8	1		0	72	C5	5	55
21	1.0	4	4	3/4	3/4	6/4	2	2	1/4		1/4	1		-2	58	Bb3	3	71
21	0.5	4	4	3/4	3/4	6/4	1	2	1/8		1/8	1		2	74	D5	5	61
21	1.0	4	4	3/4	3/4	6/4	1	1	1/4		1/4	1	1	2	74	D5	5	56
43/2	0.5	4	4	7/8	7/8	6/4	1	2	1/8		1/8	1	1	-2	70	Bb4	4	62
22	2.0	4	4	1	1	6/4	2	2	1/2		1/2	1		-3	51	Eb3	3	72
22	0.5	4	4	1	1	6/4	1	2	1/8		1/8	1	-1	-2	70	Bb4	4	63
22	0.5	4	4	1	1	6/4	1	1	1/8		1/8	1	-1	2	74	D5	5	57
45/2	0.5	4	4	9/8	9/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	58
23	1.0	4	4	5/4	5/4	6/4	2	1	1/4		1/4	1	1	-3	63	Eb4	4	68
23	0.5	4	4	5/4	5/4	6/4	1	1	1/8		1/8	1		0	72	C5	5	59
47/2	0.5	4	4	11/8	11/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	60
24	3.0	5	5	0	0	6/4	2	2	3/4		1/2	3/2	1	-1	53	F3	3	90
24	1.0	5	5	0	0	6/4	2	1	1/4		1/4	1	-1	-3	63	Eb4	4	84
24	0.5	5	5	0	0	6/4	1	1	1/8		1/8	1		3	69	A4	4	73
49/2	0.5	5	5	1/8	1/8	6/4	1	1	1/8		1/8	1		-1	65	F4	4	74
25	1.0	5	5	1/4	1/4	6/4	2	1	1/4		1/4	1		2	62	D4	4	85
25	0.5	5	5	1/4	1/4	6/4	1	1	1/8		1/8	1		-2	70	Bb4	4	75
51/2	0.5	5	5	3/8	3/8	6/4	1	1	1/8		1/8	1		-1	65	F4	4	76
26	0.5	5	5	1/2	1/2	6/4	2	1	1/8		1/8	1		0	60	C4	4	86
26	1.0	5	5	1/2	1/2	6/4	1	1	1/4		1/4	1		-3	63	Eb4	4	77
53/2	0.5	5	5	5/8	5/8	6/4	2	1	1/8		1/8	1		3	57	A3	3	87
27	3.0	5	5	3/4	3/4	6/4	2	2	3/4		1/2	3/2	-1	-1	53	F3	3	91
27	2.0	5	5	3/4	3/4	6/4	2	1	1/2		1/2	1		-2	58	Bb3	3	88
27	0.5	5	5	3/4	3/4	6/4	1	1	1/8		1/8	1		2	62	D4	4	78
55/2	0.5	5	5	7/8	7/8	6/4	1	1	1/8		1/8	1		-3	63	Eb4	4	79
28	0.5	5	5	1	1	6/4	1	1	1/8		1/8	1		0	60	C4	4	80
57/2	0.5	5	5	9/8	9/8	6/4	1	1	1/8		1/8	1		2	62	D4	4	81
29	1.0	5	5	5/4	5/4	6/4	2	1	1/4		1/4	1		3	57	A3	3	89
29	0.5	5	5	5/4	5/4	6/4	1	1	1/8		1/8	1		-3	63	Eb4	4	82
59/2	0.5	5	5	11/8	11/8	6/4	1	1	1/8		1/8	1		-1	65	F4	4	83
30	0.5	6	6	0	0	6/4	2	1	1/8		1/8	1		-2	46	Bb2	2	98
30	2.0	6	6	0	0	6/4	1	1	1/2		1/2	1		2	62	D4	4	92
61/2	0.5	6	6	1/8	1/8	6/4	2	1	1/8		1/8	1		0	48	C3	3	99
31	0.5	6	6	1/4	1/4	6/4	2	1	1/8		1/8	1		2	50	D3	3	100
63/2	0.5	6	6	3/8	3/8	6/4	2	1	1/8		1/8	1		0	48	C3	3	101
32	0.5	6	6	1/2	1/2	6/4	2	1	1/8		1/8	1		-2	46	Bb2	2	102
65/2	0.5	6	6	5/8	5/8	6/4	2	1	1/8		1/8	1		3	45	A2	2	103
33	0.5	6	6	3/4	3/4	6/4	2	1	1/8		1/8	1		1	43	G2	2	104
33	1.0	6	6	3/4	3/4	6/4	1	2	1/4		1/4	1		5	59	B3	3	96
33	1.0	6	6	3/4	3/4	6/4	1	1	1/4		1/4	1		2	62	D4	4	93
67/2	0.5	6	6	7/8	7/8	6/4	2	1	1/8		1/8	1		-1	41	F2	2	105
34	0.5	6	6	1	1	6/4	2	1	1/8		1/8	1		-3	39	Eb2	2	106
34	1.5	6	6	1	1	6/4	1	2	3/8		1/4	3/2		0	60	C4	4	97
34	1.5	6	6	1	1	6/4	1	1	3/8		1/4	3/2		1	67	G4	4	94
69/2	0.5	6	6	9/8	9/8	6/4	2	1	1/8		1/8	1		-1	41	F2	2	107
35	0.5	6	6	5/4	5/4	6/4	2	1	1/8		1/8	1		-3	39	Eb2	2	108
71/2	0.5	6	6	11/8	11/8	6/4	2	1	1/8		1/8	1		2	38	D2	2	109
71/2	0.5	6	6	11/8	11/8	6/4	1	1	1/8		1/8	1		-1	65	F4	4	95
36	0.5	7	7	0	0	6/4	2	1	1/8		1/8	1		0	36	C2	2	120
36	0.5	7	7	0	0	6/4	1	1	1/8		1/8	1		4	64	E4	4	110
73/2	0.5	7	7	1/8	1/8	6/4	2	1	1/8		1/8	1		2	50	D3	3	121
73/2	0.5	7	7	1/8	1/8	6/4	1	1	1/8		1/8	1		-1	65	F4	4	111
37	0.5	7	7	1/4	1/4	6/4	2	1	1/8		1/8	1		0	48	C3	3	122
37	0.5	7	7	1/4	1/4	6/4	1	1	1/8		1/8	1		4	64	E4	4	112
75/2	0.5	7	7	3/8	3/8	6/4	2	1	1/8		1/8	1		-2	46	Bb2	2	123
75/2	0.5	7	7	3/8	3/8	6/4	1	1	1/8		1/8	1		2	62	D4	4	113
38	0.5	7	7	1/2	1/2	6/4	2	1	1/8		1/8	1		3	45	A2	2	124
38	1.0	7	7	1/2	1/2	6/4	1	1	1/4		1/4	1	1	7	61	C#4	4	114
77/2	0.5	7	7	5/8	5/8	6/4	2	1	1/8		1/8	1		-2	46	Bb2	2	125
39	0.5	7	7	3/4	3/4	6/4	2	1	1/8		1/8	1		3	45	A2	2	126
39	1.0	7	7	3/4	3/4	6/4	1	2	1/4		1/4	1	-1	7	61	C#4	4	118
39	1.0	7	7	3/4	3/4	6/4	1	1	1/4		1/4	1		4	64	E4	4	115
79/2	0.5	7	7	7/8	7/8	6/4	2	1	1/8		1/8	1		1	43	G2	2	127
40	0.5	7	7	1	1	6/4	2	1	1/8		1/8	1		-1	41	F2	2	128
40	1.5	7	7	1	1	6/4	1	2	3/8		1/4	3/2		2	62	D4	4	119
40	1.5	7	7	1	1	6/4	1	1	3/8		1/4	3/2		3	69	A4	4	116
81/2	0.5	7	7	9/8	9/8	6/4	2	1	1/8		1/8	1		1	43	G2	2	129
41	0.5	7	7	5/4	5/4	6/4	2	1	1/8		1/8	1		-1	41	F2	2	130
83/2	0.5	7	7	11/8	11/8	6/4	2	1	1/8		1/8	1		4	40	E2	2	131
83/2	0.5	7	7	11/8	11/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	117
42	0.5	8	8	0	0	6/4	2	1	1/8		1/8	1		2	38	D2	2	142
42	2.0	8	8	0	0	6/4	1	1	1/2		1/2	1		6	66	F#4	4	132
85/2	0.5	8	8	1/8	1/8	6/4	2	1	1/8		1/8	1		2	62	D4	4	143
43	0.5	8	8	1/4	1/4	6/4	2	1	1/8		1/8	1		0	60	C4	4	144
43	2.0	8	8	1/4	1/4	6/4	1	2	1/2		1/2	1		2	62	D4	4	137
87/2	0.5	8	8	3/8	3/8	6/4	2	1	1/8		1/8	1		3	57	A3	3	145
44	0.5	8	8	1/2	1/2	6/4	2	1	1/8		1/8	1		-2	58	Bb3	3	146
44	1.0	8	8	1/2	1/2	6/4	1	1	1/4		1/4	1		1	67	G4	4	133
89/2	0.5	8	8	5/8	5/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	147
45	2.0	8	8	3/4	3/4	6/4	2	1	1/2		1/2	1		6	54	F#3	3	148
45	2.0	8	8	3/4	3/4	6/4	1	1	1/2		1/2	1		3	69	A4	4	134
91/2	0.5	8	8	7/8	7/8	6/4	1	2	1/8		1/8	1		2	62	D4	4	138
46	0.5	8	8	1	1	6/4	1	2	1/8		1/8	1		0	60	C4	4	139
93/2	0.5	8	8	9/8	9/8	6/4	1	2	1/8		1/8	1		3	57	A3	3	140
47	1.0	8	8	5/4	5/4	6/4	2	1	1/4		1/4	1		1	55	G3	3	149
47	1.0	8	8	5/4	5/4	6/4	1	2	1/4		1/4	1		-2	58	Bb3	3	141
47	0.5	8	8	5/4	5/4	6/4	1	1	1/8		1/8	1		2	62	D4	4	135
95/2	0.5	8	8	11/8	11/8	6/4	1	1	1/8		1/8	1		4	64	E4	4	136
48	2.0	9	9	0	0	6/4	2	1	1/2		1/2	1		2	50	D3	3	166
48	1.5	9	9	0	0	6/4	1	1	3/8		1/4	3/2		-1	65	F4	4	150
97/2	0.5	9	9	1/8	1/8	6/4	1	2	1/8		1/8	1		3	57	A3	3	158
49	1.0	9	9	1/4	1/4	6/4	1	2	1/4		1/4	1	1	-2	58	Bb3	3	159
99/2	0.5	9	9	3/8	3/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	151
50	0.0	9	9	1/2	1/2	6/4	1	1	0	appoggiatura	1/8	1		-1	65	F4	4	152
50	1.0	9	9	1/2	1/2	6/4	2	1	1/4		1/4	1	1	0	48	C3	3	167
50	0.5	9	9	1/2	1/2	6/4	1	2	1/8		1/8	1	-1	-2	58	Bb3	3	160
50	1.5	9	9	1/2	1/2	6/4	1	1	3/8		1/4	3/2		4	64	E4	4	153
101/2	0.5	9	9	5/8	5/8	6/4	1	2	1/8		1/8	1		-2	58	Bb3	3	161
51	1.0	9	9	3/4	3/4	6/4	2	1	1/4		1/4	1	-1	0	48	C3	3	168
51	1.0	9	9	3/4	3/4	6/4	1	2	1/4		1/4	1	1	3	57	A3	3	162
103/2	0.5	9	9	7/8	7/8	6/4	1	1	1/8		1/8	1		-1	65	F4	4	154
52	0.0	9	9	1	1	6/4	1	1	0	appoggiatura	1/8	1		4	64	E4	4	155
52	2.0	9	9	1	1	6/4	2	1	1/2		1/2	1		-2	46	Bb2	2	169
52	0.5	9	9	1	1	6/4	1	2	1/8		1/8	1	-1	3	57	A3	3	163
52	1.5	9	9	1	1	6/4	1	1	3/8		1/4	3/2		2	62	D4	4	156
105/2	0.5	9	9	9/8	9/8	6/4	1	2	1/8		1/8	1		3	57	A3	3	164
53	1.0	9	9	5/4	5/4	6/4	1	2	1/4		1/4	1		1	55	G3	3	165
107/2	0.5	9	9	11/8	11/8	6/4	1	1	1/8		1/8	1		4	64	E4	4	157
54	3.0	10	10	0	0	6/4	2	2	3/4		1/2	3/2	1	3	45	A2	2	184
54	2.0	10	10	0	0	6/4	1	1	1/2		1/2	1		7	61	C#4	4	170
109/2	0.5	10	10	1/8	1/8	6/4	2	1	1/8		1/8	1		3	57	A3	3	178
55	0.5	10	10	1/4	1/4	6/4	2	1	1/8		1/8	1		1	55	G3	3	179
111/2	0.5	10	10	3/8	3/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	180
56	1.0	10	10	1/2	1/2	6/4	2	1	1/4		1/4	1		-1	53	F3	3	181
113/2	0.5	10	10	5/8	5/8	6/4	1	1	1/8		1/8	1		3	69	A4	4	171
57	1.0	10	10	3/4	3/4	6/4	2	2	1/4		1/4	1	-1	3	45	A2	2	185
57	1.0	10	10	3/4	3/4	6/4	2	1	1/4		1/4	1		7	49	C#3	3	182
57	0.5	10	10	3/4	3/4	6/4	1	1	1/8		1/8	1		1	67	G4	4	172
115/2	0.5	10	10	7/8	7/8	6/4	1	1	1/8		1/8	1		4	64	E4	4	173
58	1.0	10	10	1	1	6/4	2	2	1/4		1/4	1		2	50	D3	3	186
58	2.0	10	10	1	1	6/4	2	1	1/2		1/2	1	1	2	50	D3	3	183
58	2.0	10	10	1	1	6/4	1	1	1/2		1/2	1		6	66	F#4	4	174
117/2	0.5	10	10	9/8	9/8	6/4	1	2	1/8		1/8	1		2	62	D4	4	175
59	1.0	10	10	5/4	5/4	6/4	2	2	1/4		1/4	1		2	38	D2	2	187
59	0.5	10	10	5/4	5/4	6/4	1	2	1/8		1/8	1		0	60	C4	4	176
119/2	0.5	10	10	11/8	11/8	6/4	1	2	1/8		1/8	1		3	57	A3	3	177
60	1.0	11	11	0	0	6/4	2	2	1/4		1/4	1		1	43	G2	2	209
60	1.0	11	11	0	0	6/4	2	1	1/4		1/4	1	-1	2	50	D3	3	202
60	0.5	11	11	0	0	6/4	1	1	1/8		1/8	1		-2	58	Bb3	3	188
60	1.5	11	11	0	0	6/4	1	2	3/8		1/4	3/2		-2	58	Bb3	3	196
121/2	0.5	11	11	1/8	1/8	6/4	1	1	1/8		1/8	1		2	62	D4	4	189
61	1.0	11	11	1/4	1/4	6/4	2	2	1/4		1/4	1		4	40	E2	2	210
61	1.0	11	11	1/4	1/4	6/4	2	1	1/4		1/4	1	1	4	52	E3	3	203
61	1.0	11	11	1/4	1/4	6/4	1	3	1/4		1/4	1		2	62	D4	4	201
61	2.0	11	11	1/4	1/4	6/4	1	1	1/2		1/2	1		1	67	G4	4	190
123/2	0.5	11	11	3/8	3/8	6/4	1	2	1/8		1/8	1		5	59	B3	3	197
62	1.0	11	11	1/2	1/2	6/4	2	2	1/4		1/4	1	1	3	45	A2	2	211
62	0.75	11	11	1/2	1/2	6/4	2	1	3/16		1/8	3/2	-1	4	52	E3	3	204
62	1.0	11	11	1/2	1/2	6/4	1	2	1/4		1/4	1		7	61	C#4	4	198
251/4	0.25	11	11	11/16	11/16	6/4	2	1	1/16		1/16	1		4	52	E3	3	205
63	2.0	11	11	3/4	3/4	6/4	2	2	1/2		1/2	1	-1	3	45	A2	2	212
63	0.75	11	11	3/4	3/4	6/4	2	1	3/16		1/8	3/2		-1	53	F3	3	206
63	1.0	11	11	3/4	3/4	6/4	1	2	1/4		1/4	1		2	62	D4	4	199
63	0.75	11	11	3/4	3/4	6/4	1	1	3/16		1/8	3/2		-1	65	F4	4	191
255/4	0.25	11	11	15/16	15/16	6/4	2	1	1/16		1/16	1		1	55	G3	3	207
255/4	0.25	11	11	15/16	15/16	6/4	1	1	1/16		1/16	1		4	64	E4	4	192
64	2.0	11	11	1	1	6/4	2	1	1/2		1/2	1	1	3	57	A3	3	208
64	1.0	11	11	1	1	6/4	1	2	1/4		1/4	1		7	61	C#4	4	200
64	1.5	11	11	1	1	6/4	1	1	3/8		1/4	3/2		4	64	E4	4	193
65	1.0	11	11	5/4	5/4	6/4	2	2	1/4		1/4	1		3	45	A2	2	213
131/2	0.25	11	11	11/8	11/8	6/4	1	1	1/16		1/16	1		2	62	D4	4	194
263/4	0.25	11	11	23/16	23/16	6/4	1	1	1/16		1/16	1		4	64	E4	4	195
66	2.0	12	12	0	0	6/4	2	2	1/2		1/2	1		-2	46	Bb2	2	231
66	1.0	12	12	0	0	6/4	2	1	1/4		1/4	1	-1	3	57	A3	3	226
66	0.5	12	12	0	0	6/4	1	1	1/8		1/8	1		2	62	D4	4	214
133/2	0.5	12	12	1/8	1/8	6/4	1	1	1/8		1/8	1		3	69	A4	4	215
67	2.0	12	12	1/4	1/4	6/4	2	1	1/2		1/2	1	1	1	55	G3	3	227
67	2.0	12	12	1/4	1/4	6/4	1	1	1/2		1/2	1	1	2	74	D5	5	216
135/2	0.5	12	12	3/8	3/8	6/4	1	2	1/8		1/8	1		2	62	D4	4	219
68	1.0	12	12	1/2	1/2	6/4	2	2	1/4		1/4	1		1	43	G2	2	232
68	0.5	12	12	1/2	1/2	6/4	1	2	1/8		1/8	1		4	64	E4	4	220
137/2	0.5	12	12	5/8	5/8	6/4	1	2	1/8		1/8	1		-1	65	F4	4	221
69	2.0	12	12	3/4	3/4	6/4	2	2	1/2		1/2	1		0	48	C3	3	233
69	0.5	12	12	3/4	3/4	6/4	2	1	1/8		1/8	1	-1	1	55	G3	3	228
69	1.5	12	12	3/4	3/4	6/4	1	2	3/8		1/4	3/2		4	64	E4	4	222
69	1.0	12	12	3/4	3/4	6/4	1	1	1/4		1/4	1	-1	2	74	D5	5	217
139/2	0.5	12	12	7/8	7/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	229
70	2.0	12	12	1	1	6/4	2	1	1/2		1/2	1	1	3	57	A3	3	230
70	2.0	12	12	1	1	6/4	1	1	1/2		1/2	1	1	0	72	C5	5	218
141/2	0.5	12	12	9/8	9/8	6/4	1	2	1/8		1/8	1		4	64	E4	4	223
71	1.0	12	12	5/4	5/4	6/4	2	2	1/4		1/4	1		3	45	A2	2	234
71	0.5	12	12	5/4	5/4	6/4	1	2	1/8		1/8	1		6	66	F#4	4	224
143/2	0.5	12	12	11/8	11/8	6/4	1	2	1/8		1/8	1		1	67	G4	4	225
72	2.0	13	13	0	0	6/4	2	2	1/2		1/2	1		2	50	D3	3	252
72	0.5	13	13	0	0	6/4	2	1	1/8		1/8	1	-1	3	57	A3	3	247
72	1.0	13	13	0	0	6/4	1	2	1/4		1/4	1		6	66	F#4	4	242
72	0.5	13	13	0	0	6/4	1	1	1/8		1/8	1	-1	0	72	C5	5	235
145/2	0.5	13	13	1/8	1/8	6/4	2	1	1/8		1/8	1		3	57	A3	3	248
145/2	0.5	13	13	1/8	1/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	236
73	2.0	13	13	1/4	1/4	6/4	2	1	1/2		1/2	1	1	2	62	D4	4	249
73	1.5	13	13	1/4	1/4	6/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	237
74	1.0	13	13	1/2	1/2	6/4	2	2	1/4		1/4	1		2	50	D3	3	253
149/2	0.5	13	13	5/8	5/8	6/4	1	1	1/8		1/8	1		3	69	A4	4	238
75	2.0	13	13	3/4	3/4	6/4	2	2	1/2		1/2	1		-3	51	Eb3	3	254
75	1.0	13	13	3/4	3/4	6/4	2	1	1/4		1/4	1	-1	2	62	D4	4	250
75	0.5	13	13	3/4	3/4	6/4	1	1	1/8		1/8	1		1	67	G4	4	239
75	1.0	13	13	3/4	3/4	6/4	1	2	1/4		1/4	1		1	67	G4	4	243
151/2	0.5	13	13	7/8	7/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	240
76	2.0	13	13	1	1	6/4	2	1	1/2		1/2	1	1	0	60	C4	4	251
76	2.0	13	13	1	1	6/4	1	1	1/2		1/2	1	1	1	79	G5	5	241
153/2	0.5	13	13	9/8	9/8	6/4	1	2	1/8		1/8	1		1	67	G4	4	244
77	1.0	13	13	5/4	5/4	6/4	2	2	1/4		1/4	1		0	48	C3	3	255
77	0.5	13	13	5/4	5/4	6/4	1	2	1/8		1/8	1		3	69	A4	4	245
155/2	0.5	13	13	11/8	11/8	6/4	1	2	1/8		1/8	1		-2	70	Bb4	4	246
78	2.0	14	14	0	0	6/4	2	2	1/2		1/2	1		-1	53	F3	3	274
78	0.5	14	14	0	0	6/4	2	1	1/8		1/8	1	-1	0	60	C4	4	269
78	1.5	14	14	0	0	6/4	1	2	3/8		1/4	3/2		3	69	A4	4	261
78	1.0	14	14	0	0	6/4	1	1	1/4		1/4	1	-1	1	79	G5	5	256
157/2	0.5	14	14	1/8	1/8	6/4	2	1	1/8		1/8	1		3	57	A3	3	270
79	2.0	14	14	1/4	1/4	6/4	2	1	1/2		1/2	1	1	2	62	D4	4	271
79	2.0	14	14	1/4	1/4	6/4	1	1	1/2		1/2	1	1	-1	77	F5	5	257
159/2	0.5	14	14	3/8	3/8	6/4	1	2	1/8		1/8	1		3	69	A4	4	262
80	1.0	14	14	1/2	1/2	6/4	2	2	1/4		1/4	1		2	50	D3	3	275
80	0.5	14	14	1/2	1/2	6/4	1	2	1/8		1/8	1		5	71	B4	4	263
161/2	0.5	14	14	5/8	5/8	6/4	1	2	1/8		1/8	1		0	72	C5	5	264
81	1.0	14	14	3/4	3/4	6/4	2	2	1/4		1/4	1		1	55	G3	3	276
81	1.0	14	14	3/4	3/4	6/4	2	1	1/4		1/4	1	-1	2	62	D4	4	272
81	1.0	14	14	3/4	3/4	6/4	1	2	1/4		1/4	1		5	71	B4	4	265
81	0.5	14	14	3/4	3/4	6/4	1	1	1/8		1/8	1	-1	-1	77	F5	5	258
163/2	0.5	14	14	7/8	7/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	259
82	1.0	14	14	1	1	6/4	2	2	1/4		1/4	1		0	60	C4	4	277
82	2.0	14	14	1	1	6/4	2	1	1/2		1/2	1	1	0	60	C4	4	273
82	2.0	14	14	1	1	6/4	1	1	1/2		1/2	1	1	-3	75	Eb5	5	260
165/2	0.5	14	14	9/8	9/8	6/4	1	2	1/8		1/8	1		5	71	B4	4	266
83	1.0	14	14	5/4	5/4	6/4	2	2	1/4		1/4	1		0	48	C3	3	278
83	0.5	14	14	5/4	5/4	6/4	1	2	1/8		1/8	1		0	72	C5	5	267
167/2	0.5	14	14	11/8	11/8	6/4	1	2	1/8		1/8	1		-2	70	Bb4	4	268
84	1.0	15	15	0	0	6/4	2	2	1/4		1/4	1		-1	53	F3	3	297
84	1.0	15	15	0	0	6/4	2	1	1/4		1/4	1	-1	0	60	C4	4	293
84	1.0	15	15	0	0	6/4	1	2	1/4		1/4	1		3	69	A4	4	285
84	0.5	15	15	0	0	6/4	1	1	1/8		1/8	1	-1	-3	75	Eb5	5	279
169/2	0.5	15	15	1/8	1/8	6/4	1	1	1/8		1/8	1		0	72	C5	5	280
85	1.0	15	15	1/4	1/4	6/4	2	2	1/4		1/4	1		-2	58	Bb3	3	298
85	2.0	15	15	1/4	1/4	6/4	2	1	1/2		1/2	1	1	-2	58	Bb3	3	294
85	2.0	15	15	1/4	1/4	6/4	1	1	1/2		1/2	1	1	2	74	D5	5	281
171/2	0.5	15	15	3/8	3/8	6/4	1	2	1/8		1/8	1		3	69	A4	4	286
